question,options,answer,answer_idx,source
I Could Go on Singing was the last film of which screen legend?,"['judy garland', 'frances ethel gumm', 'joey luft', 'judy garland james mason']",judy garland,0,trivia
Which princess took out an injunction against a photographer after he tried to take photographs of her?,"['princess diana', 'diana duchess of rothesay', 'princess dianna', 'princess di']",princess diana,0,trivia
"Geoffrey Rush won an Oscar for Shine, as what type of musician?","['pianist', 'concert pianist', 'pianoist', 'classical pianist']",pianist,0,trivia
When you play around with your dog they will have?,"['fun', 'alive', 'health', 'playing dead', 'black']",fun,0,csqa
"If a fox and an eagle eat some of the same organisms in an ecosystem, the relationship between the fox and the eagle could be classified as","['competition.', 'mutualism.', 'predation.', 'parasitism.']",competition.,0,arc
"There are many people on the bus. Some have seats, but some have to stand. At a bus stop, a woman gets on the bus. An old man is near the door and tries   to stand up. ""Oh, no, thank you,"" the woman forces  him back to the seat.""Please don't do that. I can stand."" ""But, Madam, let me...""says the man. ""I ask you to keep your seat."" the woman says. She puts her hands on the old man's shoulder  . But the man still tries to stand up.""Madam, will you let me...?""""Oh, no."" says the woman. She again forces the man back.
At last   the old man shouts  ,""I want to get off the bus!""

Why does the old man want to stand up?","['He wants to get off the bus.', 'He wants to give his seat to the woman.', 'He wants to be near the door.', 'He has to stand up.']",He wants to get off the bus.,0,race
"One day, Allan and his friend Henry went swimming in a river. It was very hot. How happy they were in the river! After they got out of the water, they played games in the sun for a while.
On their way back, Henry saw some flowers. He liked flowers very much and ran into the green field to look at them. Now Allan was walking by himself.
Then he heard Henry calling out, ""A snake ! Help!...""
""What's wrong with you?"" asked Allan.
""A snake bit me in the leg. Come here!""
Allan ran over and saw a small red wound on Henry' s leg.
""The snake was in the grass. I didn't see it.""
""Sit down quickly""! Allan told Henry.
Allan put his mouth at the little red wound and began to suck at it. In this way he saved  Henry's life. ""Oh, Allan, it's very kind of you to help me.""
""That's all right. We are friends and we must always help each other.""

Henry and Allan are  _  .","['good friends', 'workers', 'brothers', 'farmers']",good friends,0,race
"There is a sign at a Korean university asking tourists not to step into the grass to take photos. The sign is not written in Korean or English; it is written in Chinese.
These signs, and signs in other countries warning Chinese tourists about their behavior, have shamed many Chinese who worry about the image of the country.
Over 70 million Chinese tourists made overseas trips last year and spent $102 billion, more than the $84 billion spent by American and German tourists. For many Chinese tourists, it was their first trip abroad and they didn't know about foreign ways. And some of these tourists took their bad habits from China with them.
Wang Yang, a Chinese deputy prime minister , said, ""They(the tourists) speak loudly in public, carve words or numbers on tourist attractions, cross the road when the traffic lights are still red and spit anywhere. It damages  the image of the Chinese people and has a very bad influence.""
Before you travel to a foreign country, it's important to learn some things about the country and its culture. You are guests in the country and it's important to respect  your hosts. As more and more Chinese visit foreign countries, their behavior will certainly change and those shameful signs will, hopefully, disappear.

How do many Chinese feel about the signs?","['Shameful.', 'Proud.', 'Interested.', 'Bored.']",Shameful.,0,race
Who got her first big break in Grease 2?,"['michelle pfeiffer', 'michelle pfieffer', 'michelle pheiffer', 'michelle phifer']",michelle pfeiffer,0,trivia
"Which actor paid $93,500 for the baseball which rolled between Bill Buckner's legs in game six of the 1986 World Series?","['charlie sheen', 'charles irwin sheen', 'charles sheen', 'winning']",charlie sheen,0,trivia
"She always made sure her infant was sleeping the right way, the articles she read had made her paranoid about what happening?","['death', 'nightmares', 'dreams', 'erections', 'vaccines']",death,0,csqa
Which oil tanker disastrously ran aground off 'Brittany in 1987?,"['amoco cadiz', 'imo 7336422', 'mv amoco cadiz', 'mv amaco cadiz']",amoco cadiz,0,trivia
Which type of water reservoir contains the largest volume of fresh water?,"['ice sheets', 'lakes', 'rivers', 'aquifers']",ice sheets,0,arc
Which European country saw one of the major avalanches of the 20th century in December 1916?,"['italy', 'italia', 'italija', 'italian republic']",italy,0,trivia
Who shared world amateur baseball championship with USA in1973?,"['cuba', 'república de cuba', 'etymology of cuba', 'red cuba']",cuba,0,trivia
"Miss Li is my English teacher. She is from Shanghai. She has one English class every day. Oh, no! She has two English classes on Tuesday.
Miss Li has two daughters. One is in our class, Class Two. Sally likes sports. She plays soccer every day. Her favorite soccer player is Ronaldo from Brazil  . Sally's twin   sister Susan is in Class One. She doesn't like any subjects. She doesn't like to do her homework. She only likes playing with her friend, Jeff. Jeff is a white cat.

Susan's friend is   _  .","['a white cat', 'Miss Li', 'Ronaldo', 'Sally']",a white cat,0,race
